State,Condition,Measure ID,Measure Name,Score,Footnote,Start Date,End Date
HI,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,237.00 ,25,10/01/2021,09/30/2022
HI,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),235.00 ,25,10/01/2021,09/30/2022
HI,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),235.00 ,25,10/01/2021,09/30/2022
HI,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),235.00 ,25,10/01/2021,09/30/2022
HI,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),234.00 ,25,10/01/2021,09/30/2022
HI,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,233.00 ,26,10/01/2021,09/30/2022
HI,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,232.00 ,"25, 26",01/01/2021,12/31/2021
HI,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,230.00 ,25,10/01/2021,09/30/2022
HI,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,230.00 ,"25, 26",01/01/2021,12/31/2021
HI,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,230.00 ,5,01/01/2021,12/31/2021
HI,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,230.00 ,26,10/01/2021,09/30/2022
HI,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,227.00 ,"25, 26",10/01/2021,09/30/2022
HI,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,227.00 ,"25, 26",10/01/2021,09/30/2022
HI,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,226.00 ,"25, 26",10/01/2021,09/30/2022
HI,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,225.00 ,"25, 26",10/01/2021,09/30/2022
HI,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,225.00 ,"25, 26",10/01/2021,09/30/2022
IA,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,224.00 ,,07/01/2022,09/30/2022
IA,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,224.00 ,,10/01/2021,03/31/2022
IA,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,223.00 ,"25, 26",10/01/2021,09/30/2022
IA,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),222.00 ,"25, 26",10/01/2021,09/30/2022
IA,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),221.00 ,"25, 26",10/01/2021,09/30/2022
IA,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),221.00 ,"25, 26",10/01/2021,09/30/2022
IA,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),220.00 ,"25, 26",10/01/2021,09/30/2022
IA,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,220.00 ,25,10/01/2021,09/30/2022
IA,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),220.00 ,25,10/01/2021,09/30/2022
IA,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),220.00 ,25,10/01/2021,09/30/2022
IA,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),219.00 ,25,10/01/2021,09/30/2022
IA,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),218.00 ,25,10/01/2021,09/30/2022
IA,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,218.00 ,26,10/01/2021,09/30/2022
IA,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,218.00 ,"25, 26",01/01/2021,12/31/2021
IA,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,218.00 ,25,10/01/2021,09/30/2022
IA,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,215.00 ,"25, 26",01/01/2021,12/31/2021
IA,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,214.00 ,,01/01/2021,12/31/2021
IA,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,213.00 ,26,10/01/2021,09/30/2022
IA,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,213.00 ,"25, 26",10/01/2021,09/30/2022
IA,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,213.00 ,"25, 26",10/01/2021,09/30/2022
IA,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,212.00 ,"25, 26",10/01/2021,09/30/2022
IA,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,212.00 ,"25, 26",10/01/2021,09/30/2022
IA,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,212.00 ,"25, 26",10/01/2021,09/30/2022
ID,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,212.00 ,,07/01/2022,09/30/2022
ID,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,211.00 ,,10/01/2021,03/31/2022
ID,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,211.00 ,"25, 26",10/01/2021,09/30/2022
ID,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),210.00 ,"25, 26",10/01/2021,09/30/2022
ID,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),210.00 ,"25, 26",10/01/2021,09/30/2022
ID,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),210.00 ,"25, 26",10/01/2021,09/30/2022
ID,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),210.00 ,"25, 26",10/01/2021,09/30/2022
ID,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,208.00 ,25,10/01/2021,09/30/2022
ID,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),207.00 ,25,10/01/2021,09/30/2022
ID,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),207.00 ,25,10/01/2021,09/30/2022
ID,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),207.00 ,25,10/01/2021,09/30/2022
ID,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),207.00 ,25,10/01/2021,09/30/2022
ID,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,206.00 ,26,10/01/2021,09/30/2022
ID,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,206.00 ,"25, 26",01/01/2021,12/31/2021
ID,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,206.00 ,25,10/01/2021,09/30/2022
ID,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,205.00 ,"25, 26",01/01/2021,12/31/2021
ID,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,205.00 ,5,01/01/2021,12/31/2021
ID,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,205.00 ,26,10/01/2021,09/30/2022
ID,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,204.00 ,"25, 26",10/01/2021,09/30/2022
ID,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,204.00 ,"25, 26",10/01/2021,09/30/2022
ID,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,203.00 ,"25, 26",10/01/2021,09/30/2022
ID,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,203.00 ,"25, 26",10/01/2021,09/30/2022
ID,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,203.00 ,"25, 26",10/01/2021,09/30/2022
IL,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,202.00 ,,07/01/2022,09/30/2022
IL,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,202.00 ,,10/01/2021,03/31/2022
IL,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,202.00 ,"25, 26",10/01/2021,09/30/2022
IL,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),201.00 ,"25, 26",10/01/2021,09/30/2022
IL,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),201.00 ,"25, 26",10/01/2021,09/30/2022
IL,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),201.00 ,"25, 26",10/01/2021,09/30/2022
IL,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),201.00 ,"25, 26",10/01/2021,09/30/2022
IL,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,200.00 ,25,10/01/2021,09/30/2022
IL,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),200.00 ,25,10/01/2021,09/30/2022
IL,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),200.00 ,25,10/01/2021,09/30/2022
IL,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),200.00 ,25,10/01/2021,09/30/2022
IL,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),199.00 ,25,10/01/2021,09/30/2022
IL,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,199.00 ,26,10/01/2021,09/30/2022
IL,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,199.00 ,"25, 26",01/01/2021,12/31/2021
IL,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,199.00 ,25,10/01/2021,09/30/2022
IL,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,198.00 ,"25, 26",01/01/2021,12/31/2021
IL,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,198.00 ,,01/01/2021,12/31/2021
IL,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,197.00 ,26,10/01/2021,09/30/2022
IL,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,197.00 ,"25, 26",10/01/2021,09/30/2022
IL,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,197.00 ,"25, 26",10/01/2021,09/30/2022
IL,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,196.00 ,"25, 26",10/01/2021,09/30/2022
IL,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,196.00 ,"25, 26",10/01/2021,09/30/2022
IL,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,196.00 ,"25, 26",10/01/2021,09/30/2022
IN,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,196.00 ,,07/01/2022,09/30/2022
IN,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,196.00 ,,10/01/2021,03/31/2022
IN,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,196.00 ,"25, 26",10/01/2021,09/30/2022
IN,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),196.00 ,"25, 26",10/01/2021,09/30/2022
IN,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),195.00 ,"25, 26",10/01/2021,09/30/2022
IN,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),195.00 ,"25, 26",10/01/2021,09/30/2022
IN,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),195.00 ,"25, 26",10/01/2021,09/30/2022
IN,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,195.00 ,25,10/01/2021,09/30/2022
IN,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),195.00 ,25,10/01/2021,09/30/2022
IN,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),194.00 ,25,10/01/2021,09/30/2022
IN,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),194.00 ,25,10/01/2021,09/30/2022
IN,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),194.00 ,25,10/01/2021,09/30/2022
IN,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,193.00 ,26,10/01/2021,09/30/2022
IN,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,193.00 ,"25, 26",01/01/2021,12/31/2021
IN,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,192.00 ,25,10/01/2021,09/30/2022
IN,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,192.00 ,"25, 26",01/01/2021,12/31/2021
IN,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,192.00 ,5,01/01/2021,12/31/2021
IN,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,192.00 ,26,10/01/2021,09/30/2022
IN,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,191.00 ,"25, 26",10/01/2021,09/30/2022
IN,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,191.00 ,"25, 26",10/01/2021,09/30/2022
IN,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,191.00 ,"25, 26",10/01/2021,09/30/2022
IN,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,191.00 ,"25, 26",10/01/2021,09/30/2022
IN,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,190.00 ,"25, 26",10/01/2021,09/30/2022
KS,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,190.00 ,,07/01/2022,09/30/2022
KS,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,190.00 ,,10/01/2021,03/31/2022
KS,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,190.00 ,"25, 26",10/01/2021,09/30/2022
KS,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),190.00 ,"25, 26",10/01/2021,09/30/2022
KS,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),189.00 ,"25, 26",10/01/2021,09/30/2022
KS,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),187.00 ,"25, 26",10/01/2021,09/30/2022
KS,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),186.00 ,"25, 26",10/01/2021,09/30/2022
KS,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,186.00 ,25,10/01/2021,09/30/2022
KS,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),186.00 ,25,10/01/2021,09/30/2022
KS,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),186.00 ,25,10/01/2021,09/30/2022
KS,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),185.00 ,25,10/01/2021,09/30/2022
KS,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),185.00 ,25,10/01/2021,09/30/2022
KS,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,185.00 ,26,10/01/2021,09/30/2022
KS,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,184.00 ,"25, 26",01/01/2021,12/31/2021
KS,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,184.00 ,25,10/01/2021,09/30/2022
KS,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,184.00 ,"25, 26",01/01/2021,12/31/2021
KS,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,184.00 ,5,01/01/2021,12/31/2021
KS,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,183.00 ,26,10/01/2021,09/30/2022
KS,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,182.00 ,"25, 26",10/01/2021,09/30/2022
KS,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,182.00 ,"25, 26",10/01/2021,09/30/2022
KS,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,182.00 ,"25, 26",10/01/2021,09/30/2022
KS,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,182.00 ,"25, 26",10/01/2021,09/30/2022
KS,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,182.00 ,"25, 26",10/01/2021,09/30/2022
KY,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,182.00 ,,07/01/2022,09/30/2022
KY,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,181.00 ,,10/01/2021,03/31/2022
KY,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,181.00 ,"25, 26",10/01/2021,09/30/2022
KY,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),181.00 ,"25, 26",10/01/2021,09/30/2022
KY,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),180.00 ,"25, 26",10/01/2021,09/30/2022
KY,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),180.00 ,"25, 26",10/01/2021,09/30/2022
KY,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),180.00 ,"25, 26",10/01/2021,09/30/2022
KY,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,180.00 ,25,10/01/2021,09/30/2022
KY,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),180.00 ,25,10/01/2021,09/30/2022
KY,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),179.00 ,25,10/01/2021,09/30/2022
KY,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),179.00 ,25,10/01/2021,09/30/2022
KY,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),179.00 ,25,10/01/2021,09/30/2022
KY,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,178.00 ,26,10/01/2021,09/30/2022
KY,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,178.00 ,"25, 26",01/01/2021,12/31/2021
KY,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,178.00 ,25,10/01/2021,09/30/2022
KY,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,177.00 ,"25, 26",01/01/2021,12/31/2021
KY,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,176.00 ,,01/01/2021,12/31/2021
KY,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,176.00 ,26,10/01/2021,09/30/2022
KY,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,176.00 ,"25, 26",10/01/2021,09/30/2022
KY,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,176.00 ,"25, 26",10/01/2021,09/30/2022
KY,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,176.00 ,"25, 26",10/01/2021,09/30/2022
KY,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,176.00 ,"25, 26",10/01/2021,09/30/2022
KY,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,175.00 ,"25, 26",10/01/2021,09/30/2022
LA,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,175.00 ,,07/01/2022,09/30/2022
LA,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,174.00 ,,10/01/2021,03/31/2022
LA,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,174.00 ,"25, 26",10/01/2021,09/30/2022
LA,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),174.00 ,"25, 26",10/01/2021,09/30/2022
LA,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),173.00 ,"25, 26",10/01/2021,09/30/2022
LA,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),173.00 ,"25, 26",10/01/2021,09/30/2022
LA,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),173.00 ,"25, 26",10/01/2021,09/30/2022
LA,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,173.00 ,25,10/01/2021,09/30/2022
LA,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),172.00 ,25,10/01/2021,09/30/2022
LA,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),172.00 ,25,10/01/2021,09/30/2022
LA,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),172.00 ,25,10/01/2021,09/30/2022
LA,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),172.00 ,25,10/01/2021,09/30/2022
